Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Years,Price_Per_Unit_Weight,Item_MRP_Clusters
NCG06,16.35,Non Edible,0.029565309,Household,256.4646,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.3292,NC,10,15.685908256880733,4th
FDX36,9.695,Regular,0.128283243,Baking Goods,226.1404,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.606,FD,22,23.325466735430634,4th
FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284,OUT017,2007,Small,Tier 2,Supermarket Type1,3559.3668,FD,12,8.582732673267326,2nd
FDF08,14.3,Regular,0.065195229,Fruits and Vegetables,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.8264,FD,15,6.222769230769231,2nd
FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,FD,21,17.887049105094082,3rd
NCN06,8.39,Non Edible,0.121178848,Household,165.1868,OUT017,2007,Small,Tier 2,Supermarket Type1,2784.3756,NC,12,19.688533969010727,3rd
DRF15,18.35,Low Fat,0.07048184085069402,Dairy,151.934,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,DR,32,8.279782016348774,3rd
NCX05,15.2,Non Edible,0.09698132,Health and Hygiene,116.3492,OUT013,1987,High,Tier 3,Supermarket Type1,2548.6824,NC,32,7.654552631578947,2nd
FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168,FD,15,12.844782178217823,4th
NCG54,12.857645184135976,Non Edible,0.079419801,Household,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392,NC,34,13.401411964035244,3rd
FDD26,8.71,Regular,0.072301795,Canned,185.6924,OUT045,2002,Small,Tier 2,Supermarket Type1,3331.6632,FD,17,21.319448909299652,3rd
FDU23,12.15,Low Fat,0.021719387,Breads,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.4864,FD,15,13.425382716049382,3rd
FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326,OUT045,2002,Small,Tier 2,Supermarket Type1,3003.4238,FD,17,28.788163771712156,4th
FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,Small,Tier 3,Grocery Store,258.3304,FD,21,11.362191304347826,2nd
FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,FD,22,12.614235690235692,3rd
FDY07,11.8,Low Fat,0.07048184085069402,Fruits and Vegetables,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,FD,10,3.833915254237288,1st
DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,DR,20,9.762775510204081,3rd
NCW42,12.857645184135976,Non Edible,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,NC,34,17.207318823277014,4th
NCQ50,18.75,Non Edible,0.034278798,Household,214.1218,OUT013,1987,High,Tier 3,Supermarket Type1,4488.1578,NC,32,11.419829333333334,4th
FDQ09,7.235,Low Fat,0.07048184085069402,Snack Foods,115.1834,OUT045,2002,Small,Tier 2,Supermarket Type1,1382.2008,FD,17,15.92030407740152,2nd
FDI20,12.857645184135976,Low Fat,0.038377013,Fruits and Vegetables,211.5586,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.2306,FD,34,16.453914925341486,4th
NCP05,19.6,Non Edible,0.025325897,Health and Hygiene,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,NC,20,7.699102040816326,3rd
FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,Small,Tier 2,Supermarket Type1,814.9392,FD,12,12.688968363136178,2nd
FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,OUT045,2002,Small,Tier 2,Supermarket Type1,454.0756,FD,17,2.786728476821192,1st
DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,OUT010,1998,Small,Tier 3,Grocery Store,488.6972,DR,21,31.184199743918054,4th
FDA37,7.81,Regular,0.055216312,Canned,125.5046,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.1196,FD,15,16.069731113956465,2nd
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,Small,Tier 2,Supermarket Type1,1059.9536,FD,12,41.28204176334107,4th
NCW42,12.857645184135976,Non Edible,0.058185842,Household,220.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.8664,NC,34,17.176208927625705,4th
FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8798,FD,10,9.305944444444444,2nd
FDX51,9.5,Regular,0.022058724,Meat,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,FD,22,20.72054736842105,3rd
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,FD,32,6.064676328502415,2nd
DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,DR,12,26.52744238336144,4th
FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,FD,10,8.030153846153846,2nd
FDH41,9.0,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,FD,32,23.839266666666667,4th
FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.1372,FD,17,6.248568475452196,2nd
FDZ39,19.7,Regular,0.018061324,Meat,102.599,OUT045,2002,Small,Tier 2,Supermarket Type1,2063.98,FD,17,5.208071065989848,2nd
FDY35,12.857645184135976,Regular,0.028062401,Breads,44.0402,OUT019,1985,Small,Tier 1,Grocery Store,91.8804,FD,34,3.4252150661567247,1st
NCE06,5.825,Non Edible,0.091857904,Household,160.7894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.894,NC,10,27.603330472103004,3rd
FDE57,12.857645184135976,Low Fat,0.036109413,Fruits and Vegetables,140.6154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.0928,FD,34,10.93632605241698,3rd
FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.642,FD,10,18.199548638132296,4th
FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,Small,Tier 2,Supermarket Type1,4483.4972,FD,17,13.41962645914397,3rd
FDN15,17.5,Low Fat,0.016720132,Meat,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,FD,32,7.9953142857142865,3rd
FDS50,17.0,Low Fat,0.055433377,Dairy,221.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.228,FD,22,13.006552941176471,4th
FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416,FD,22,15.771801418439717,2nd
FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,FD,15,45.68456747404844,4th
FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,FD,15,15.068105263157896,4th
FDS08,12.857645184135976,Low Fat,0.056685383,Fruits and Vegetables,178.437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.866,FD,34,13.877891125830663,3rd
FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,FD,15,14.91444933920705,3rd
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,Small,Tier 2,Supermarket Type1,5683.2688,FD,17,14.727451428571428,4th
FDA50,16.25,Low Fat,0.087310672,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,FD,20,5.879446153846153,2nd
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,FD,20,13.986910505836576,3rd
FDD05,12.857645184135976,Low Fat,0.016531033,Frozen Foods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745,FD,34,9.520390261743396,2nd
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192,FD,10,12.43470588235294,2nd
FDU39,12.857645184135976,Low Fat,0.035863436,Meat,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678,FD,34,4.538638231517002,1st
NCQ43,17.75,Non Edible,0.111301625,Others,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6768,NC,22,6.061476056338028,2nd
NCY42,6.38,Non Edible,0.015193323,Household,143.347,OUT045,2002,Small,Tier 2,Supermarket Type1,858.882,NC,17,22.46818181818182,3rd
FDF26,12.857645184135976,Regular,0.046408928,Canned,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,FD,34,11.922851953415577,3rd
FDC20,10.65,Low Fat,0.07048184085069402,Fruits and Vegetables,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636,FD,15,5.364056338028169,1st
FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,FD,22,5.727893129770992,2nd
DRC49,12.857645184135976,Low Fat,0.065119701,Soft Drinks,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,DR,34,11.33277500764941,3rd
FDM40,10.195,Low Fat,0.07048184085069402,Frozen Foods,143.1154,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.8618,FD,12,14.037802844531631,3rd
FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,Small,Tier 2,Supermarket Type1,2098.6016,FD,12,19.679550224887556,2nd
NCU17,5.32,Non Edible,0.093071679,Health and Hygiene,103.8674,OUT045,2002,Small,Tier 2,Supermarket Type1,509.337,NC,17,19.52394736842105,2nd
FDB36,12.857645184135976,Regular,0.048292189,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,FD,34,10.35668647664183,2nd
DRF13,12.1,Low Fat,0.029902679,Soft Drinks,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,DR,10,11.929289256198349,3rd
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,FD,10,16.80361010830325,4th
NCH55,16.35,Non Edible,0.034726222,Household,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,NC,20,7.682079510703364,2nd
NCF18,18.35,Non Edible,0.088908547,Household,192.8504,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,NC,32,10.509558583106267,3rd
FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,OUT010,1998,Small,Tier 3,Grocery Store,102.5332,FD,21,6.582787096774193,2nd
FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,FD,22,12.435818181818181,3rd
FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.4148,FD,15,12.254000000000001,3rd
FDU16,19.25,Regular,0.058226609,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,FD,32,4.4306909090909095,2nd
FDD26,8.71,Regular,0.072155462,Canned,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,FD,22,21.055384615384614,3rd
NCA29,10.5,Non Edible,0.027253711,Household,170.9106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,NC,32,16.2772,3rd
FDZ26,11.6,Regular,0.144604071,Dairy,240.8222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.333,FD,10,20.760534482758622,4th
FDT56,16.0,Regular,0.193477995,Fruits and Vegetables,55.9246,OUT010,1998,Small,Tier 3,Grocery Store,405.4722,FD,21,3.4952875,1st
FDF22,6.865,Low Fat,0.056945936,Snack Foods,214.6218,OUT045,2002,Small,Tier 2,Supermarket Type1,1923.4962,FD,17,31.263190094683175,4th
FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,2852.2872,FD,17,15.349725829725829,3rd
FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.2982,FD,22,32.18193788819875,4th
FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,OUT017,2007,Small,Tier 2,Supermarket Type1,3934.878,FD,12,45.67419187554018,4th
FDF21,10.3,Regular,0.058918844,Fruits and Vegetables,191.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.084,FD,20,18.607087378640774,3rd
FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393,FD,10,8.24792,2nd
DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,DR,20,12.128912188728702,2nd
FDO22,13.5,Regular,0.07048184085069402,Snack Foods,78.396,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,FD,15,5.807111111111111,2nd
FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.299,OUT045,2002,Small,Tier 2,Supermarket Type1,722.393,FD,17,5.788514285714286,2nd
DRF49,12.857645184135976,Low Fat,0.124448295,Soft Drinks,112.0518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,DR,34,8.7147995138528,2nd
DRK11,8.21,Low Fat,0.010808272,Hard Drinks,150.5392,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,DR,10,18.33607795371498,3rd
FDT51,11.65,Regular,0.010963269,Meat,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.5632,FD,10,9.523982832618026,2nd
FDE58,18.5,Low Fat,0.07048184085069402,Snack Foods,119.8124,OUT017,2007,Small,Tier 2,Supermarket Type1,4029.4216,FD,12,6.476345945945946,2nd
FDT23,7.72,Regular,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,FD,10,10.207072538860103,2nd
NCT42,5.88,Non Edible,0.024882614,Household,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,NC,15,25.41482993197279,3rd
FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.891,FD,15,38.300642335766426,4th
NCF42,12.857645184135976,Non Edible,0.166572501,Household,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,NC,34,13.701669121913833,3rd
FDA19,7.52,Low Fat,0.055081623,Fruits and Vegetables,128.8994,OUT013,1987,High,Tier 3,Supermarket Type1,2055.9904,FD,32,17.14087765957447,2nd
FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,FD,22,5.950930402930402,2nd
NCO14,12.857645184135976,Non Edible,0.029500321,Household,46.2086,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.9548,NC,34,3.59386181048246,1st
FDO39,6.985,Regular,0.137645467,Meat,185.2608,OUT045,2002,Small,Tier 2,Supermarket Type1,2940.1728,FD,17,26.52266284896206,3rd
FDR45,12.857645184135976,Low Fat,0.07048184085069402,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,FD,34,18.7143288334698,4th
FDA15,9.3,Low Fat,0.026818196,Dairy,248.9092,OUT010,1998,Small,Tier 3,Grocery Store,498.0184,FD,21,26.76443010752688,4th
FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.443,FD,32,6.179090909090909,2nd
FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688,FD,10,24.304648829431436,3rd
NCS29,9.0,Non Edible,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724,NC,20,29.587600000000002,4th
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092,FD,10,22.485346396081177,3rd
NCX41,19.0,Non Edible,0.017755213,Health and Hygiene,211.7244,OUT045,2002,Small,Tier 2,Supermarket Type1,2752.4172,NC,17,11.143389473684211,4th
FDQ36,7.855,Regular,0.161875063,Baking Goods,35.6848,OUT045,2002,Small,Tier 2,Supermarket Type1,335.5632,FD,17,4.542940802036919,1st
FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,FD,15,8.006738461538463,3rd
FDE02,8.71,Low Fat,0.121250374,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,FD,22,10.651871412169918,2nd
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756,FD,10,15.122434782608694,3rd
NCL42,18.85,Non Edible,0.040434372,Household,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312,NC,20,12.960976127320954,4th
FDE14,13.65,Regular,0.031508924,Canned,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1697.79,FD,17,7.235897435897435,2nd
DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.386,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,DR,20,18.64482477587612,2nd
DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,DR,10,25.978815207780723,3rd
FDF39,14.85,Regular,0.019495051,Dairy,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649,FD,32,17.595353535353535,4th
FDP01,20.75,Regular,0.063313974,Breakfast,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,FD,15,7.410515662650603,3rd
FDB10,10.0,Low Fat,0.0674819,Snack Foods,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795,FD,10,23.4859,4th
FDY14,10.3,Low Fat,0.070026951,Dairy,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,FD,15,25.594427184466017,4th
FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184,FD,22,27.511682819383264,3rd
NCH29,5.51,Non Edible,0.07048184085069402,Health and Hygiene,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616,NC,10,17.96235934664247,2nd
FDJ45,17.75,Low Fat,0.073559521,Seafood,33.9216,OUT045,2002,Small,Tier 2,Supermarket Type1,830.9184,FD,17,1.911076056338028,1st
FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,FD,10,6.374895774647887,2nd
FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,OUT045,2002,Small,Tier 2,Supermarket Type1,4570.0512,FD,17,22.620298864315597,3rd
FDR01,12.857645184135976,Regular,0.093883945,Canned,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484,FD,34,15.591828606948118,3rd
FDZ57,10.0,Regular,0.03773288,Snack Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,FD,32,12.829939999999999,2nd
FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116,FD,20,13.742263736263736,4th
DRA24,19.35,Regular,0.039920687,Soft Drinks,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,DR,15,8.443762273901807,3rd
FDS39,12.857645184135976,Low Fat,0.022351808,Meat,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842,FD,34,11.18254532154925,3rd
NCL31,7.39,Non Edible,0.120180894,Others,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.352,NC,32,19.140324763193505,3rd
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.331,FD,20,20.619383259911892,3rd
FDC34,16.0,Regular,0.172759093,Snack Foods,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916,FD,22,9.818575,3rd
NCK05,20.1,Non Edible,0.077454252,Health and Hygiene,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432,NC,22,2.9479402985074623,1st
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998,Small,Tier 3,Grocery Store,93.8778,FD,21,4.586300970873786,2nd
FDC03,8.575,Regular,0.072252888,Dairy,196.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,5267.1438,FD,12,22.924711370262393,3rd
FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051,FD,10,2.706406779661017,1st
FDZ28,20.0,Regular,0.086187886,Frozen Foods,125.4678,OUT010,1998,Small,Tier 3,Grocery Store,127.1678,FD,21,6.27339,2nd
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998,Small,Tier 3,Grocery Store,1288.323,FD,21,44.963055311676904,4th
NCU30,5.11,Non Edible,0.07048184085069402,Household,164.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.662,NC,10,32.235029354207434,3rd
FDV57,15.25,Regular,0.07048184085069402,Snack Foods,178.166,OUT045,2002,Small,Tier 2,Supermarket Type1,4853.682,FD,17,11.683016393442623,3rd
FDB02,12.857645184135976,Regular,0.029023048,Canned,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,FD,34,13.8312262823537,3rd
FDD52,18.25,Regular,0.183142346,Dairy,110.357,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283,FD,32,6.046958904109589,2nd
FDN34,15.6,Regular,0.07048184085069402,Snack Foods,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148,FD,32,10.93674358974359,3rd
FDB50,13.0,Low Fat,0.153857402,Canned,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,FD,20,5.8768153846153846,2nd
FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,FD,20,20.993361823361827,3rd
FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866,FD,22,9.012030456852793,3rd
NCD07,9.1,Non Edible,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,NC,20,12.36832967032967,2nd
FDO11,8.0,Regular,0.050657232,Breads,249.9092,OUT010,1998,Small,Tier 3,Grocery Store,249.0092,FD,21,31.23865,4th
NCC54,17.75,Non Edible,0.098108957,Health and Hygiene,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724,NC,10,13.572935211267605,4th
FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,FD,20,8.022123076923076,3rd
NCU29,7.685,Non Edible,0.025477448,Health and Hygiene,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.424,NC,22,18.90383864671438,3rd
NCZ53,9.6,Non Edible,0.040969757,Health and Hygiene,188.7214,OUT010,1998,Small,Tier 3,Grocery Store,376.8428,NC,21,19.658479166666666,3rd
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,Small,Tier 3,Grocery Store,47.2718,DR,21,2.325091836734694,1st
FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.6868,OUT010,1998,Small,Tier 3,Grocery Store,163.7868,FD,21,9.300386363636363,3rd
FDE40,15.6,Regular,0.099344826,Dairy,63.6194,OUT045,2002,Small,Tier 2,Supermarket Type1,743.0328,FD,17,4.078166666666666,1st
NCS18,12.65,Non Edible,0.042276746,Household,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,NC,20,8.576584980237154,2nd
FDX24,12.857645184135976,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,FD,34,7.345528566656175,2nd
FDS34,12.857645184135976,Regular,0.076387367,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612,FD,34,8.722576987765626,2nd
NCS53,14.5,Non Edible,0.08996026,Health and Hygiene,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,1426.1436,NC,17,11.004165517241379,3rd
FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,FD,10,18.144871595330738,2nd
DRM35,9.695,Low Fat,0.070587419,Hard Drinks,176.9344,OUT045,2002,Small,Tier 2,Supermarket Type1,5888.3352,DR,17,18.25006704486849,3rd
DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921,DR,32,2.865377551020408,1st
NCP06,20.7,Non Edible,0.039238384,Household,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222,NC,15,7.383410628019324,3rd
FDT02,12.6,Low Fat,0.024331586,Dairy,34.9874,OUT017,2007,Small,Tier 2,Supermarket Type1,529.311,FD,12,2.776777777777778,1st
